bike,div_rank,gender_rank,overall_rank,run,swim,name
05:12:10,22,1236,1556,04:51:26,01:18:01,"Girardi, Bruno 312"
04:59:44,45,459,492,03:26:41,01:03:18,"Cowan, Anthony 966"
06:03:59,96,1381,1820,04:41:31,01:27:05,"Hoskens, Rudy 433"
04:32:20,--,--,--,--:--:--,00:58:45,"Baker, Edward 1798"
05:11:07,22,158,1137,04:24:37,00:56:51,"Svetana, Ushakova 2343"
05:56:06,188,1498,2038,06:16:23,01:20:19,"Peterson, Greg 779"
05:22:15,7,950,1101,03:55:41,01:08:18,"Wallace, Patrick 287"
05:53:14,254,1416,1890,05:28:36,01:12:31,"Lott, Jon 914"
05:00:29,156,899,1026,04:20:04,00:57:56,"Goodlad, Martin 977"
04:34:59,39,171,186,03:17:13,01:12:01,"Maley, Joel 1840"
