"Name","div_rank","gender_rank","overall_rank","swim","bike","run"
"Guarino, Marco 1347","64","437","469","01:04:44","04:41:04","03:44:12"
"Patterson, Kieron 1311","105","599","643","01:02:23","05:10:09","03:33:25"
"Kocjan, Klemen 2117","131","615","664","01:07:42","04:43:51","03:56:19"
"Ra, Jan-Morten 1744","99","418","450","00:57:58","04:48:32","03:43:14"
"Piri, Silke 2207","43","248","1387","01:26:40","05:27:32","04:00:57"
"carvalho, maria 2323","7","55","723","01:03:31","05:04:52","03:44:24"
"Shipulina, Tatiana 2452","20","358","1635","01:21:05","05:36:21","04:40:38"
"Jakobsen, Kaisa 550","1","194","1239","01:15:54","05:32:10","03:51:50"
"Olsen, Mikkel Hojborg 2045","1","35","37","00:55:24","04:34:19","03:03:13"
"Conzatti, Alessandro 2247","27","243","265","00:56:46","04:33:12","03:42:37"
"Rivalin, Laurent 1854","204","1151","1406","01:08:18","05:11:23","04:26:42"
"Hodska, Eric 750","19","587","631","01:01:50","04:46:35","03:53:25"
"Capobianco, Jeffrey 887","204","1113","1349","01:20:13","05:05:57","04:22:48"
"Buchaniec, Kevin 1091","281","1619","2234","01:35:16","07:37:07","06:04:52"
"Peukert, Diana 1590","51","279","1458","01:08:19","05:44:42","04:08:37"
"Fujiwara, Ryota 2027","173","1159","1420","01:09:28","05:37:11","04:09:47"
"Van Den Boogert, Margareth 844","18","337","1595","01:12:59","06:00:11","04:14:44"
"Edus, Arnaud 1813","59","265","287","00:57:30","04:37:56","03:40:15"
"Calcic, Marcos 2016","18","87","94","01:02:38","04:41:27","03:05:30"
"Fernandez, Manuel Javier 1967","164","987","1146","01:07:27","05:10:32","04:14:03"
"Santos, Paulo 523","86","1328","1724","01:19:07","05:40:01","04:50:45"
"Cancroft, Kerry 1220","50","362","1645","01:18:35","05:39:48","04:39:46"
"Monclus, Alfonso 1356","113","640","690","01:08:14","05:03:31","03:33:50"
"Sims, Nathan 1515","104","598","642","01:11:00","04:52:31","03:40:10"
"Sosa, Raul 200","89","1356","1771","01:21:43","05:37:19","04:54:05"
"Ellison, Patrick 1099","197","1074","1280","01:05:06","05:11:19","04:14:46"
"Barahona De Andres, Fernando 879","98","697","761","01:13:22","05:03:01","03:36:35"
"Höiom, Runar 699","167","1392","1840","01:10:15","05:35:00","05:24:55"
"Rose, Tim 2415","31","1143","1397","01:11:07","04:52:09","04:53:17"
"Mosley, Garron 1357","9","110","120","00:56:39","04:40:40","03:16:54"
"Jørgensen, Morten 2112","89","339","368","01:00:14","04:24:38","03:58:03"
"Johnson, Daniel 1729","193","1051","1245","01:08:55","05:14:10","04:10:52"
"Charbonneau-Lemaire, Mikael 2019","153","819","908","01:05:06","05:11:12","03:51:41"
"Garner, David 1036","138","842","938","01:13:28","05:14:24","03:43:19"
"Walthew, Jeff 451","114","1512","2060","01:30:54","06:28:59","05:47:25"
"Leano, Paolo 1483","244","1374","1800","01:17:42","06:15:28","04:28:38"
"Morell, David 334","68","1632","2252","01:35:59","06:46:21","07:03:33"
"Lastennet, Jeff 2078","23","94","103","00:58:03","04:46:17","03:07:07"
"Moelling, Jan-Luca 2303","12","129","140","00:51:41","04:37:10","03:31:32"
"Schiess, Urs 1782","27","132","143","00:59:59","04:32:33","03:26:50"
"Sakai, Sam 934","224","1210","1512","01:13:26","05:26:46","04:29:25"
"Rixon, Michael 1999","27","111","121","01:01:21","04:32:02","03:21:05"
"Stokes, Kelly 1898","39","213","1299","01:00:53","05:11:11","04:31:48"
"Nelson, John 1495","249","1399","1852","01:17:13","05:32:32","05:32:49"
"Hodges, Maria 2152","42","236","1348","01:08:17","05:35:19","04:08:05"
"Palmer, Lauren 2162","45","255","1401","01:11:49","05:33:23","04:10:14"
"Sibbersen, Jan 1317","191","978","1135","00:46:29","05:12:51","04:26:24"
"Perron, Benedicte 2436","4","114","990","01:04:01","05:20:54","03:53:03"
"Flannigan, Suzanne 547","31","494","1946","01:16:17","06:38:15","05:00:16"
"Oliveira Amorim Da Costa, Rosecler 1580","23","131","1036","01:08:12","05:15:26","03:58:09"
"Eagle, Zach 2380","26","983","1142","01:13:56","05:02:03","04:10:11"
"Dolecki, Jacob 2390","--","--","--","01:07:27","--:--:--","--:--:--"
"Thomas, Suzy 1193","38","304","1515","01:03:41","05:50:26","04:18:36"
"Voeller, Thomas 642","24","634","683","01:02:54","04:54:58","03:48:40"
"Musial, Marek 149","7","1473","1986","01:32:34","06:24:37","05:18:26"
"Piri, Christian 1997","167","1038","1226","01:03:39","04:54:03","04:41:59"
"Holt, Wendy 1207","57","400","1732","01:20:08","06:25:10","04:10:44"
"Defilippi, James 1273","78","490","523","00:59:04","04:46:40","03:49:20"
"Brown, Ryan 1958","119","531","569","00:58:58","04:55:05","03:43:24"
"Desmyttere, Martin 295","--","--","--","--:--:--","--:--:--","--:--:--"
"Sperazza, Chuck 285","--","--","--","01:11:24","05:07:36","--:--:--"
"Desrochers, Christine 806","30","415","1768","01:28:04","05:59:00","04:35:56"
"Butterfield, Tyler 32","29","30","31","00:50:42","04:31:26","03:03:58"
"Dvinov, Danny 1655","167","787","870","01:06:17","04:53:09","04:06:57"
"Peeman, Erik 1139","196","1071","1275","01:08:40","05:09:44","04:22:31"
"Liyun, Chen 2204","51","277","1453","01:35:00","05:38:53","03:49:38"
"Mitri, Klodian 2228","58","488","521","01:04:41","04:57:22","03:34:46"
"Wyatt, Jarrett 1529","255","1492","2022","01:31:40","05:44:50","06:11:55"
"Sophiea, Laura 353","24","548","2059","01:08:41","05:47:56","06:52:16"
"Pirozhkov, Mikhail 674","116","1120","1357","01:15:32","05:05:02","04:26:40"
"Dang, Qi 1270","122","661","715","00:53:53","04:50:39","04:07:05"
"Dawes, Matthew 1650","178","887","1006","01:02:58","04:57:36","04:15:31"
"Brierley, Andrew 691","101","1079","1286","01:13:14","05:15:13","04:14:14"
"Hickey, Michael 980","227","1221","1533","01:13:00","05:22:29","04:42:25"
"Dierkes, Manuela 1618","40","221","1316","01:06:57","05:37:40","04:02:20"
"Monteiro Da Silva, Frederico 1847","--","--","--","--:--:--","--:--:--","--:--:--"
"Harkawik, Bill 2299","79","741","815","01:10:55","05:10:59","03:35:41"
"Binns, Gregory 1713","111","470","503","01:00:20","04:41:35","03:51:41"
"Hanyu, Soichiro 1660","147","683","743","01:06:07","05:10:19","03:36:34"
"Vanhille, Mitch 1705","56","251","273","00:59:13","04:53:40","03:21:27"
"Nyberg, Magnus 1682","185","954","1106","01:03:29","05:03:37","04:21:24"
"Whitby, Fiona 1197","11","143","1067","01:09:07","05:17:22","03:55:50"
"Sanabia, Elizabeth 1212","77","582","2149","01:14:08","06:52:31","06:17:58"
"Whelan, Alex 2346","--","--","--","00:56:27","06:05:12","--:--:--"
"Zimmermann, David 1020","202","1102","1331","01:17:39","05:07:22","04:17:11"
"Guex, Celine 2442","25","411","1759","00:59:31","05:47:10","05:10:45"
"Parada, Adrian 1505","151","799","885","01:05:26","05:02:30","04:00:43"
"Munemasa, Yoshihito 171","12","1552","2124","01:45:54","07:14:26","05:21:01"
"Watts, Brochan 1803","116","483","516","00:56:51","04:57:31","03:42:30"
"Nilk, Merle 858","34","430","1805","01:30:35","06:04:53","04:32:25"
"Slyer, Julia 2432","3","109","976","01:10:31","05:11:21","03:54:52"
"Dietrich, Andreas 2292","--","--","--","--:--:--","--:--:--","--:--:--"
"Power, Annemarie 1249","35","296","1499","01:10:26","05:37:52","04:18:52"
"Jonsson, Magnus 617","--","--","--","--:--:--","--:--:--","--:--:--"
"Galat, Steven 402","44","1132","1374","01:07:27","05:39:17","04:04:48"
"Tarabay, Michael 1520","181","940","1086","01:10:18","04:44:12","04:29:08"
"Shatnaya, Yekaterina 1949","64","386","1706","01:06:22","05:36:11","05:05:48"
"Janelle, Betty 538","13","417","1774","00:58:20","05:49:50","05:11:34"
"Bae, Me-Kyoung 561","25","466","1876","01:29:09","06:17:05","04:42:54"
"Vinhal, Thiago 47","41","72","78","00:50:32","04:56:53","02:59:15"
"Thompson, Peter 2313","89","1105","1336","01:04:51","05:35:58","04:04:10"
"Heynemand Jr, Pierre 612","4","298","321","01:02:21","04:47:44","03:27:15"
"Ramirez, Sergio 1314","80","498","532","01:03:37","04:53:25","03:39:27"
"Hough, Jeremy 1472","238","1317","1702","01:14:58","05:53:03","04:37:25"
"Prochazka, Roman 931","93","676","734","01:17:43","05:00:10","03:34:27"
"Terumasa, Akio 137","--","--","--","02:17:58","--:--:--","--:--:--"
"Krug, Marcel 1667","177","881","998","00:58:44","04:51:27","04:27:07"
"Lucas, Fernando 1128","144","854","954","01:03:39","05:09:34","03:59:05"
"Viennot, Cyril 38","35","48","52","00:50:43","04:23:23","03:24:51"
"Berg, Barry 593","37","752","828","00:56:40","05:02:51","04:03:06"
"Tiner, Chelsea 2168","--","--","--","--:--:--","--:--:--","--:--:--"
"Stanek, Michael 2054","109","442","474","01:01:41","04:48:32","03:40:57"
"Macdonald, Megan 1936","44","229","1327","01:19:28","05:35:57","03:54:04"
"Puig Bell-lloch, Josep Maria 516","69","1241","1563","01:29:45","05:39:23","04:12:07"
"Rotondaro, Fidel 136","2","1483","2005","01:20:12","06:42:13","05:23:16"
"Koning, Heather 2203","55","322","1561","01:11:09","05:34:07","04:35:13"
"Park, Yongho 1061","131","820","909","01:07:14","05:02:52","03:57:15"
"Gampon, Dan 2392","19","804","891","01:01:00","05:20:40","03:45:12"
"Hobson, Scott 1662","21","113","124","00:52:01","04:43:26","03:21:02"
"Ryter, Joanna 2430","1","55","723","01:09:44","05:16:23","03:28:23"
"Hissong, Mike 2475","211","1661","2296","01:44:58","07:20:49","07:19:18"
"Guinoiseau, Linda 1205","4","72","799","01:09:01","05:17:08","03:33:07"
"Förster, Gustav 233","--","--","--","--:--:--","--:--:--","--:--:--"
"Tabacek, Steven 793","168","1393","1841","01:22:17","05:37:25","05:12:51"
"Hauf, Martin 1469","70","457","490","01:12:27","04:56:14","03:22:36"
"Lukosz, Petr 1674","69","295","318","01:07:15","04:43:46","03:23:01"
"Norcross, Melissa 1941","55","305","1516","01:18:55","05:48:13","04:03:42"
"Schepp, Julian 2129","130","582","626","01:12:37","04:59:32","03:27:19"
"Davis, Mount 129","5","1616","2226","01:41:45","06:49:53","06:43:36"
"Lomholt, Lars 2122","6","46","49","01:01:32","04:32:44","03:01:31"
"Koutny, Philipp 28","15","15","15","00:50:39","04:19:58","03:00:17"
"Johnson, Aj 109","214","1109","1340","01:03:32","05:17:25","04:21:36"
"Yuko, Hayashi 354","38","625","2258","01:35:30","07:47:15","06:17:40"
"Richardson, Craig 1003","150","871","982","01:03:15","04:52:50","04:15:34"
"Burke, Melanie 3037","23","24","327","01:14:02","04:45:28","03:20:15"
"Schipper, Geert 117","1","240","262","00:59:47","05:35:04","02:39:58"
"Phuah, Kelly 1190","3","70","785","01:06:40","05:10:23","03:42:01"
"Derbez, Olivier 1531","224","1205","1502","01:18:13","05:21:35","04:27:23"
"Taylor, Nathan 949","25","333","361","01:00:26","04:47:42","03:33:51"
"Roe, Michael 341","3","729","801","01:16:04","05:05:29","03:38:04"
"Jänese, Maria 2176","11","68","779","01:13:52","05:13:34","03:31:42"
"Manzoni, Bruno 1982","45","184","202","01:07:09","04:39:34","03:19:11"
"Buallay, Khalid 2272","90","1118","1355","01:09:46","05:40:28","03:57:33"
"Wiebe, Sandi 255","19","632","2286","01:29:08","07:35:16","07:09:37"
"Kaczor, Julie 551","23","460","1864","01:22:50","06:04:59","04:58:05"
"Christensen, Peter 1028","9","207","225","01:00:55","04:41:29","03:27:06"
"Vander Bruggen, Stephane 1427","23","190","208","00:55:28","04:40:58","03:32:07"
"Brockus, Charlie 231","23","1493","2023","01:12:26","06:07:43","06:10:40"
"Müller, Melanie 1939","33","184","1211","01:10:52","05:30:14","03:56:47"
"Marouschek, Paul 504","55","1193","1478","01:14:01","05:23:56","04:23:59"
"Hyndman, Scott 702","111","1111","1344","01:10:09","05:34:46","03:56:26"
"Houseaux, Catherine 826","19","359","1637","01:16:16","05:34:25","04:40:15"
"Shallcross, Joanna 1592","56","309","1527","01:12:30","05:33:31","04:30:47"
"Suppi, Ahti 1323","156","823","912","01:17:24","05:02:08","03:49:09"
"Amorelli, Igor 22","30","32","33","00:47:54","04:18:33","03:22:48"
"TSANG, Ka Hung 2433","30","517","1996","01:11:47","06:41:33","05:28:43"
"Gasiorowski, Piotr 976","209","1135","1378","01:22:43","05:20:26","04:10:24"
"Ehrhardt, Brian 1814","--","--","--","--:--:--","--:--:--","--:--:--"
"Ernst, Alexander-Maximilian 605","102","1080","1288","01:00:13","05:01:26","04:35:13"
"Gudmundsson, Ragnar 747","62","909","1040","00:55:46","05:03:14","04:19:32"
"Kim, Nam-In 2355","52","501","1966","01:18:06","06:43:56","05:04:59"
"Seitter, Nico 2311","15","155","169","01:03:48","04:46:32","03:11:53"
"Karr, Ryan 2410","35","1285","1648","01:13:24","05:19:02","05:04:32"
"Fiala, Tomas 2460","209","1089","1306","01:13:10","05:07:42","04:23:04"
"Whitby, Brandon 956","95","687","748","00:56:53","04:57:22","03:58:46"
"Ponce, Carolina 1211","14","162","1162","01:09:50","05:17:21","04:05:17"
"Nelson, Laurelee 359","11","505","1976","01:29:33","06:43:30","04:52:56"
"Sena, Roberto 213","26","1501","2045","01:35:33","06:46:31","05:13:21"
"Lampe, Jeffrey 121","12","1623","2241","01:46:24","07:03:22","06:39:47"
"Schrenk, Harald 678","38","753","829","01:08:24","05:00:12","03:54:35"
"Mattice, David 506","125","1615","2225","01:37:13","07:21:53","06:19:35"
"Montoisy, Guillaume 2044","127","573","617","00:55:31","04:39:59","04:07:15"
"Evans, Susan 572","30","487","1917","01:27:34","06:26:56","04:46:04"
"Gustavo, Rincaweski 2249","95","1212","1518","01:05:56","05:19:42","04:46:44"
"Leitner, Franz 912","159","907","1038","01:07:22","05:09:53","04:03:21"
"Lutz, Rob 765","206","1626","2244","01:32:22","07:00:40","06:55:23"
"Herber, Philipp 2250","7","81","88","00:57:50","04:34:59","03:17:01"
"Teichert, Max 2057","114","497","531","01:04:29","05:02:39","03:28:44"
"Myers, Gina 2435","16","280","1459","01:06:46","05:47:29","04:10:38"
"Ruttenberg, Noga 1192","16","188","1222","01:04:39","05:20:51","04:12:50"
"Smith, Sean 1863","216","1391","1835","01:30:13","06:00:57","04:45:00"
"Cormier, Renaud 892","236","1292","1658","01:04:58","05:09:09","05:26:08"
"Burrows, Justin 1959","118","525","562","01:03:19","05:02:54","03:32:33"
"Costes, Antony 27","31","33","34","00:47:49","04:18:53","03:24:43"
"Lawrence, Patti 811","26","394","1718","01:27:03","05:47:26","04:32:50"
"Moerdyk, Susan 1626","52","285","1474","01:13:56","05:26:38","04:25:42"
"Ek, Kristian 2293","9","99","109","01:00:55","04:30:21","03:22:04"
"Mcdiarmid, James 667","165","1388","1831","01:50:57","05:22:33","04:53:43"
"Torres, Juan 1324","207","1081","1289","01:16:28","05:21:10","03:57:50"
"Blakie, Eric 196","43","1595","2194","01:29:48","06:54:23","06:32:30"
"Lanza, Daniele 1669","194","1056","1252","01:16:37","05:13:07","04:12:16"
"Ganon, Yiftach 2071","151","783","866","01:06:24","05:11:52","03:48:05"
"Swart, Tiaan 2236","8","95","104","00:55:57","04:31:51","03:26:00"
"Swenson, Kevin 527","130","1647","2277","01:39:06","07:26:53","06:50:14"
"Wippell, Angus 645","50","811","898","01:00:35","05:07:55","03:58:46"
"Stenbrink, Björn 792","114","1115","1351","01:05:44","05:21:10","04:19:45"
"Exenberger, Sabrina 2324","18","135","1047","01:10:31","05:34:17","03:38:28"
"Stepler, Joan 820","57","515","1989","01:32:54","05:54:08","05:48:58"
"Kostic, Milos 127","--","--","--","--:--:--","--:--:--","--:--:--"
"Clerbout, Bruno 1394","1","54","58","00:56:04","04:30:28","03:15:47"
"Kahkonen, Anna-Maria 1910","67","463","1871","01:08:46","05:48:49","05:31:23"
"Swanson, Bryan 1865","141","617","666","01:04:56","04:54:53","03:45:27"
"Hall, Garry 978","101","716","785","01:00:21","05:06:31","03:51:09"
"Kiser, Rich 466","97","1406","1867","01:11:41","06:15:54","04:58:45"
"Nalin, Audrey 1951","41","216","1302","01:19:27","05:40:04","03:45:21"
"Evans-Fear, Gareth 1816","197","1076","1283","01:03:49","05:40:09","03:58:04"
"Garcia, Daniel 114","3","1327","1722","01:20:24","07:16:17","03:09:24"
"Vallefuoco, Dennis 529","118","1579","2168","01:21:09","06:28:25","06:46:24"
"Florimond, Alexandre 1764","142","629","678","01:03:36","04:54:42","03:50:34"
"Wade-West, Milly 2360","39","289","1485","01:19:44","05:51:58","03:56:27"
"Mcternan, Liz 115","7","560","2092","01:19:54","08:06:13","04:41:57"
"Pickard, Kevin 1142","73","589","633","00:53:08","05:09:27","03:42:07"
"Montenegro, Gaston 2304","13","139","152","00:53:04","04:35:07","03:31:58"
"Pritchard-Howarth, Martin 675","170","1402","1860","01:20:47","06:04:43","04:57:31"
"Tommila, Christopher 2314","40","341","370","01:02:19","04:47:44","03:29:03"
"Degasperi, Alessandro 40","--","--","--","00:54:12","--:--:--","--:--:--"
"Oppliger, Christophe 997","119","789","872","01:07:14","05:09:01","03:49:45"
"Kikuchi, Tomoaki 2114","156","867","975","01:02:23","05:18:19","03:54:16"
"Rachetto, Liza 1562","4","46","653","01:04:55","04:59:39","03:43:04"
"Haahtela, Sauli 1466","141","739","813","01:01:31","04:44:19","04:15:01"
"Regenberg, Claus 712","118","1138","1382","01:20:20","05:13:31","04:19:29"
"Bradley, Rachel 1616","27","148","1090","01:06:47","05:25:03","03:52:37"
"Alqais, Mohamed Isa 2482","101","389","420","01:11:56","04:56:33","03:18:02"
"Lopes, Hedla 368","--","--","--","--:--:--","--:--:--","--:--:--"
"Cho, Young-Suk 801","112","1112","1346","01:05:39","05:44:48","03:57:03"
"Chadwick, Brian 890","174","986","1145","01:10:45","05:12:22","04:05:00"
"Pelessone, Daniele 227","35","1544","2110","01:47:28","07:25:09","05:00:36"
"Wang, Kunchen 2317","91","1121","1358","01:26:56","05:37:10","03:45:40"
"Quelier, Denny 470","73","1261","1599","01:05:07","05:35:44","04:47:49"
"Van Rie, Koen 1015","1","80","87","01:03:18","04:36:55","03:09:02"
"Lewanzik, Heiko 1837","14","84","91","00:56:52","04:38:41","03:14:27"
"Pourchez, Samuel 1144","184","1028","1212","01:06:16","05:14:38","04:13:40"
"Marshman, Peter 1843","62","278","300","01:01:34","04:43:16","03:29:02"
"York, Kenny 1328","91","536","574","01:08:16","04:40:00","03:50:05"
"Spicer, Rosie 361","18","524","2010","01:30:59","06:01:42","05:50:29"
"Griffith, Amy 366","5","421","1786","01:14:37","06:05:00","04:45:18"
"Chiodera, Even 964","154","894","1018","01:17:30","04:38:56","04:20:06"
"Burke, James 1645","15","86","93","00:52:05","04:36:42","03:20:47"
"Graham, James 404","24","974","1130","01:39:14","04:58:14","03:51:36"
"Vendt, René 1078","148","868","977","01:05:57","05:02:11","04:06:10"
"Jaskowska, Bożena 1615","62","326","1570","01:15:57","05:49:15","04:18:58"
"Troch, Kerstin 1922","27","160","1152","01:06:56","05:28:55","03:55:43"
"Lewinstein, Marc 1485","254","1480","1999","01:21:31","06:33:42","05:28:48"
"Shively, Cody 2387","38","1365","1785","01:10:51","05:52:26","05:04:30"
"Weiss, Michael 21","10","10","10","00:54:14","04:11:27","03:00:02"
"Mcloughlan, Dave 668","122","1148","1403","01:17:33","05:15:02","04:19:58"
"Ford, Nathan 2026","62","237","259","00:53:15","04:44:55","03:36:09"
"Schmidt, Kayla 2166","36","187","1220","00:58:43","05:27:47","04:14:08"
"Huang, Dongwen 1473","241","1359","1778","01:21:25","05:55:37","04:43:02"
"Polehoykie, Barbara 556","22","459","1861","01:20:14","06:10:31","04:53:58"
"Gonzales, Valerie 184","5","606","2212","01:57:22","07:43:30","05:29:39"
"Wojtylo, Michal 1791","154","700","765","01:05:02","04:45:22","04:05:16"
"Bouvier, Arnaud 594","72","956","1110","01:07:36","05:06:46","04:10:09"
"Jacinto, Brandon 2034","177","1288","1653","01:05:21","05:21:50","05:09:15"
